"Site1","Species1","Phase1","Date1","EndTime1","Site2","Species2","Phase2","Date2","EndTime2","BA95","SL1","HAR1","SL2","HAR2","days","diff.sl"
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Scvetula","TP","2021-06-08","152401.gpx",0.0754167794027639,19,4,32,3,9,13
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx",0.530825981287957,19,4,14,NA,10,5
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Spaurofrenatum","TP","2021-06-21","115636.gpx",0.709539492173638,19,4,16,3,4,3
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Spaurofrenatum","TP","2021-06-21","134410.gpx",0.0173640423556432,19,4,17,1,4,2
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Spviride","TP","2021-05-23","125622.gpx",0.418414167683255,19,4,30,5,25,11
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Spviride","TP","2021-05-23","133341.gpx",0.0168869325605831,19,4,30,7,25,11
"AQ","Sctaeniopterus","TP","2021-06-17","141728.gpx","AQ","Spviride","TP","2021-07-17","150703.gpx",0.524178644780645,19,4,30,5,30,11
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Scvetula","TP","2021-06-08","113800.gpx",0.518116973324616,20,NA,33,2,19,13
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Scvetula","TP","2021-06-09","142348.gpx",0.020378921452507,20,NA,32,3,18,12
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx",0.51651750422585,20,NA,15,NA,2,5
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx",0.147637728665536,20,NA,16,NA,2,4
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx",0.799077931027915,20,NA,17,2,8,3
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx",0.122926608531448,20,NA,18,3,8,2
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.819999128849928,20,NA,21,NA,2,1
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.721509821553127,20,NA,30,3,35,10
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.294324616660193,20,NA,30,3,20,10
"AQ","Scvetula","IP","2021-06-27","105404.gpx","AQ","Spviride","TP","2021-07-17","121344.gpx",0.0143059408702305,20,NA,29,2,20,9
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Scvetula","TP","2021-06-08","120514.gpx",0.259857963076101,22,NA,33,2,19,11
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Scvetula","TP","2021-06-08","123209.gpx",0.610786920421015,22,NA,32,2,19,10
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Scvetula","TP","2021-06-08","145549.gpx",0.038477247499585,22,NA,33,2,19,11
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx",0.321636922061654,22,NA,13,NA,0,9
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.471431129498901,22,NA,17,1,8,5
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.273958589066745,22,NA,20,NA,2,2
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.461265862541995,22,NA,31,4,35,9
"AQ","Scvetula","IP","2021-06-27","111929.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.75638039392017,22,NA,31,4,20,9
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Scvetula","TP","2021-06-08","143112.gpx",0.0355020989225006,20,NA,32,2,19,12
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Scvetula","TP","2021-06-08","145549.gpx",0.784761781187785,20,NA,33,2,19,13
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx",0.804034135416854,20,NA,12,NA,0,8
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx",0.100303985266059,20,NA,13,NA,0,7
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.162149874878069,20,NA,17,1,8,3
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spaurofrenatum","TP","2021-06-19","150330.gpx",0.240506283329331,20,NA,17,3,8,3
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spaurofrenatum","TP","2021-06-19","152807.gpx",0.637080064532976,20,NA,18,3,8,2
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.0761384410658476,20,NA,17,3,8,3
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.00539277902932773,20,NA,20,NA,2,0
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.392063255834231,20,NA,21,NA,2,1
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.0390363965755648,20,NA,31,4,35,11
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spviride","TP","2021-05-23","112128.gpx",0.364554481696942,20,NA,30,5,35,10
"AQ","Scvetula","IP","2021-06-27","114320.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.347598819452674,20,NA,30,5,20,10
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Scvetula","TP","2021-06-08","143112.gpx",0.00472242132888739,23,NA,32,2,19,9
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Scvetula","TP","2021-06-08","152401.gpx",0.580054996885651,23,NA,32,3,19,9
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx",0.398469842262102,23,NA,14,NA,0,9
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.316811818508558,23,NA,17,3,8,6
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spaurofrenatum","TP","2021-06-21","115636.gpx",0.198898277233145,23,NA,16,3,6,7
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.0153126786523134,23,NA,21,NA,2,2
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spviride","TP","2021-05-23","112128.gpx",0.0415847758849166,23,NA,30,5,35,7
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spviride","TP","2021-05-23","125622.gpx",0.327944225018187,23,NA,30,5,35,7
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.0117918800526849,23,NA,30,5,20,7
"AQ","Scvetula","IP","2021-06-27","120704.gpx","AQ","Spviride","TP","2021-07-17","150703.gpx",0.654014921498929,23,NA,30,5,20,7
"AQ","Scvetula","IP","2021-06-27","134934.gpx","AQ","Scvetula","TP","2021-06-09","135108.gpx",0.46448918678833,21,NA,32,3,18,11
"AQ","Scvetula","IP","2021-06-27","134934.gpx","AQ","Spaurofrenatum","TP","2021-06-21","113029.gpx",0.0760788859485552,21,NA,16,3,6,5
"AQ","Scvetula","IP","2021-06-27","134934.gpx","AQ","Spaurofrenatum","TP","2021-06-21","134410.gpx",0.108303155052996,21,NA,17,1,6,4
"AQ","Scvetula","IP","2021-06-27","134934.gpx","AQ","Spviride","IP","2021-06-25","155545.gpx",0.424794021651902,21,NA,25,NA,2,4
"AQ","Scvetula","IP","2021-06-27","134934.gpx","AQ","Spviride","TP","2021-05-23","133341.gpx",0.359217655817533,21,NA,30,7,35,9
"AQ","Scvetula","IP","2021-06-27","134934.gpx","AQ","Spviride","TP","2021-07-18","112806.gpx",0.356521354246016,21,NA,30,7,21,9
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Scvetula","TP","2021-06-08","120514.gpx",0.0177948130307046,33,2,33,2,0,0
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx",0.535692293702035,33,2,15,NA,21,18
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx",0.528030940382335,33,2,16,NA,21,17
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx",0.405161066161311,33,2,17,2,11,16
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx",0.448261191860675,33,2,18,3,11,15
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.574305531955059,33,2,21,NA,17,12
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.592628569150747,33,2,30,3,16,3
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.163913864121923,33,2,30,3,39,3
"AQ","Scvetula","TP","2021-06-08","113800.gpx","AQ","Spviride","TP","2021-07-17","121344.gpx",0.106933573325436,33,2,29,2,39,4
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Scvetula","TP","2021-06-08","123209.gpx",0.0229712485487858,33,2,32,2,0,1
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx",0.246613367777544,33,2,13,NA,19,20
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx",0.211902689985639,33,2,16,NA,21,17
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx",0.35725160843812,33,2,18,3,11,15
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.448553614548932,33,2,17,1,11,16
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.455328528575717,33,2,20,NA,17,13
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.533593687333319,33,2,31,4,16,2
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spviride","TP","2021-07-17","121344.gpx",0.56074021199611,33,2,29,2,39,4
"AQ","Scvetula","TP","2021-06-08","120514.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.323937510875799,33,2,31,4,39,2
"AQ","Scvetula","TP","2021-06-08","123209.gpx","AQ","Scvetula","TP","2021-06-08","145549.gpx",0.0766079972655939,32,2,33,2,0,1
"AQ","Scvetula","TP","2021-06-08","123209.gpx","AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx",0.132043225426093,32,2,13,NA,19,19
"AQ","Scvetula","TP","2021-06-08","123209.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.199321035753208,32,2,17,1,11,15
"AQ","Scvetula","TP","2021-06-08","123209.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.224115174016456,32,2,20,NA,17,12
"AQ","Scvetula","TP","2021-06-08","123209.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.193832675554194,32,2,31,4,16,1
"AQ","Scvetula","TP","2021-06-08","123209.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.743408990283785,32,2,31,4,39,1
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Scvetula","TP","2021-06-08","145549.gpx",0.0591808660059956,32,2,33,2,0,1
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx",0.0838274259117477,32,2,12,NA,19,20
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spaurofrenatum","TP","2021-06-19","152807.gpx",0.342043827905963,32,2,18,3,11,14
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.0337733744146917,32,2,17,3,11,15
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.0411767558860942,32,2,21,NA,17,11
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spviride","TP","2021-05-23","112128.gpx",0.156179762309536,32,2,30,5,16,2
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.00647776388487016,32,2,31,4,39,1
"AQ","Scvetula","TP","2021-06-08","143112.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.406073896566027,32,2,30,5,39,2
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx",0.685936093301784,33,2,12,NA,19,21
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx",0.230889866103341,33,2,13,NA,19,20
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.231908109299608,33,2,17,1,11,16
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spaurofrenatum","TP","2021-06-19","150330.gpx",0.154699376499012,33,2,17,3,11,16
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spaurofrenatum","TP","2021-06-19","152807.gpx",0.549698285642515,33,2,18,3,11,15
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.0123883450749137,33,2,17,3,11,16
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.110754693317253,33,2,20,NA,17,13
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.311230763254692,33,2,21,NA,17,12
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.164386933910451,33,2,31,4,16,2
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spviride","TP","2021-05-23","112128.gpx",0.274561423754182,33,2,30,5,16,3
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.0455020841989263,33,2,31,4,39,2
"AQ","Scvetula","TP","2021-06-08","145549.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.259484729061412,33,2,30,5,39,3
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx",0.424508974548907,32,3,14,NA,19,18
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.491222571297149,32,3,17,3,11,15
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spaurofrenatum","TP","2021-06-21","110436.gpx",0.183072902977111,32,3,17,3,13,15
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spaurofrenatum","TP","2021-06-21","115636.gpx",0.256920547244421,32,3,16,3,13,16
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spaurofrenatum","TP","2021-06-21","134410.gpx",0.0119067398518591,32,3,17,1,13,15
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.0114151243680792,32,3,21,NA,17,11
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","IP","2021-06-25","142746.gpx",0.227314655733251,32,3,22,NA,17,10
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-05-23","112128.gpx",0.0063593996956268,32,3,30,5,16,2
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-05-23","125622.gpx",0.489366602028219,32,3,30,5,16,2
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-05-23","133341.gpx",0.0478159501889693,32,3,30,7,16,2
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.0087393798963229,32,3,30,5,39,2
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-07-17","144051.gpx",0.0952659931682844,32,3,29,5,39,3
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-07-17","150703.gpx",0.498039328130267,32,3,30,5,39,2
"AQ","Scvetula","TP","2021-06-08","152401.gpx","AQ","Spviride","TP","2021-07-18","112806.gpx",0.00382758064012753,32,3,30,7,40,2
"AQ","Scvetula","TP","2021-06-09","135108.gpx","AQ","Spaurofrenatum","TP","2021-06-21","110436.gpx",0.125063686978392,32,3,17,3,12,15
"AQ","Scvetula","TP","2021-06-09","135108.gpx","AQ","Spaurofrenatum","TP","2021-06-21","113029.gpx",0.59504879621269,32,3,16,3,12,16
"AQ","Scvetula","TP","2021-06-09","135108.gpx","AQ","Spaurofrenatum","TP","2021-06-21","134410.gpx",0.273499175180532,32,3,17,1,12,15
"AQ","Scvetula","TP","2021-06-09","135108.gpx","AQ","Spviride","IP","2021-06-25","155545.gpx",0.306461237804389,32,3,25,NA,16,7
"AQ","Scvetula","TP","2021-06-09","135108.gpx","AQ","Spviride","TP","2021-05-23","133341.gpx",0.49692655094769,32,3,30,7,17,2
"AQ","Scvetula","TP","2021-06-09","135108.gpx","AQ","Spviride","TP","2021-07-18","112806.gpx",0.265675666552639,32,3,30,7,39,2
"AQ","Scvetula","TP","2021-06-09","142348.gpx","AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx",0.0176535250637623,32,3,17,2,10,15
"AQ","Scvetula","TP","2021-06-09","142348.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.0315428971401812,32,3,21,NA,16,11
"AQ","Scvetula","TP","2021-06-09","142348.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.182330375763596,32,3,30,3,17,2
"AQ","Scvetula","TP","2021-06-09","142348.gpx","AQ","Spviride","TP","2021-05-23","160034.gpx",0.110788177321033,32,3,32,NA,17,0
"AQ","Scvetula","TP","2021-06-09","142348.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.188926027370437,32,3,30,3,38,2
"AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.0586525443023708,14,NA,17,3,8,3
"AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx","AQ","Spaurofrenatum","TP","2021-06-21","115636.gpx",0.619363557139604,14,NA,16,3,6,2
"AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx","AQ","Spaurofrenatum","TP","2021-06-21","134410.gpx",0.00268153804305797,14,NA,17,1,6,3
"AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx","AQ","Spviride","TP","2021-05-23","125622.gpx",0.451368319537781,14,NA,30,5,35,16
"AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx","AQ","Spviride","TP","2021-05-23","133341.gpx",0.00353166323205742,14,NA,30,7,35,16
"AQ","Spaurofrenatum","IP","2021-06-27","141426.gpx","AQ","Spviride","TP","2021-07-17","150703.gpx",0.577084826626459,14,NA,30,5,20,16
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx",0.0503458067655238,12,NA,13,NA,0,1
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.100583533222528,12,NA,17,1,8,5
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spaurofrenatum","TP","2021-06-19","150330.gpx",0.11348177894699,12,NA,17,3,8,5
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spaurofrenatum","TP","2021-06-19","152807.gpx",0.741058533848323,12,NA,18,3,8,6
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spaurofrenatum","TP","2021-06-19","155228.gpx",0.0074724149886565,12,NA,17,3,8,5
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.437248592697,12,NA,21,NA,2,9
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.0300496170663952,12,NA,31,4,35,19
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spviride","TP","2021-05-23","112128.gpx",0.404303291997119,12,NA,30,5,35,18
"AQ","Spaurofrenatum","IP","2021-06-27","144110.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.375342405143848,12,NA,30,5,20,18
"AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.773270581200287,13,NA,17,1,8,4
"AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx","AQ","Spaurofrenatum","TP","2021-06-19","152807.gpx",0.0157467947191372,13,NA,18,3,8,5
"AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.439695522853677,13,NA,20,NA,2,7
"AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.567519474348271,13,NA,31,4,35,18
"AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.285622804914175,13,NA,31,4,20,18
"AQ","Spaurofrenatum","IP","2021-06-27","150508.gpx","AQ","Spviride","TP","2021-07-17","141313.gpx",0.00632325209392942,13,NA,30,5,20,17
"AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx","AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx",0.0569493013138103,15,NA,16,NA,0,1
"AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx","AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx",0.694590535478593,15,NA,17,2,10,2
"AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx","AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx",0.00279356164750722,15,NA,18,3,10,3
"AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.679149275840828,15,NA,21,NA,4,6
"AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.640315554612897,15,NA,30,3,37,15
"AQ","Spaurofrenatum","IP","2021-06-29","111557.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.167661790141225,15,NA,30,3,18,15
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx",0.0292908989851393,16,NA,17,2,10,1
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx",0.750618670649958,16,NA,18,3,10,2
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.166249625007637,16,NA,21,NA,4,5
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.0288835174199014,16,NA,20,NA,4,4
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.00209929224095889,16,NA,31,4,37,15
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.185323914891293,16,NA,30,3,37,14
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.0597436552841363,16,NA,30,3,18,14
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","TP","2021-07-17","121344.gpx",0.348413168270791,16,NA,29,2,18,13
"AQ","Spaurofrenatum","IP","2021-06-29","114116.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.00757561532595699,16,NA,31,4,18,15
"AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx","AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx",0.00195778520312937,17,2,18,3,0,1
"AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.81730601233801,17,2,21,NA,6,4
"AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.675995914748594,17,2,30,3,27,13
"AQ","Spaurofrenatum","TP","2021-06-19","124852.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.322085039626883,17,2,30,3,28,13
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx",0.0586991051235473,18,3,17,1,0,1
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","IP","2021-06-25","131349.gpx",0.0627887628914452,18,3,21,NA,6,3
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.208956818951086,18,3,20,NA,6,2
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.0866053570358151,18,3,31,4,27,13
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","TP","2021-05-23","152353.gpx",0.113397754641043,18,3,30,3,27,12
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","TP","2021-07-17","114654.gpx",0.0373676711209242,18,3,30,3,28,12
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","TP","2021-07-17","121344.gpx",0.572131006756159,18,3,29,2,28,11
"AQ","Spaurofrenatum","TP","2021-06-19","131334.gpx","AQ","Spviride","TP","2021-07-17","123824.gpx",0.07530760428054,18,3,31,4,28,13
"AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx","AQ","Spaurofrenatum","TP","2021-06-19","150330.gpx",0.00601317642279448,17,1,17,3,0,0
"AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx","AQ","Spaurofrenatum","TP","2021-06-19","152807.gpx",0.0627388948703032,17,1,18,3,0,1
"AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx","AQ","Spviride","IP","2021-06-25","133811.gpx",0.605559102079201,17,1,20,NA,6,3
"AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx","AQ","Spviride","IP","2021-06-25","140238.gpx",0.0154066236868313,17,1,21,NA,6,4
"AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx","AQ","Spviride","TP","2021-05-23","104912.gpx",0.780423870131702,17,1,31,4,27,14
"AQ","Spaurofrenatum","TP","2021-06-19","134230.gpx","AQ","Spviride","TP","2021-07-17","121344.gpx",0.0762704386597561,17,1,29,2,28,12
